ParishID,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday
288,5:00 PM,"9:30 AM, 11:30 AM",7:00 AM (Monday – Friday),7:00 AM (Monday – Friday),7:00 AM (Monday – Friday),7:00 AM (Monday – Friday),7:00 AM (Monday – Friday)
289,5:00 PM,"8:00 AM, 10:30 AM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM
290,NA,"8:00 AM, 12:00 PM",NA,NA,9:00 AM,9:00 AM,NA
291,"{'Vigil': '5:00 PM', 'Daily': '8:15 AM'}","8:00 AM, 11:00 AM",8:15 AM,8:15 AM,8:15 AM,8:15 AM,8:15 AM
292,4:00 PM,"8:00 AM, 9:30 AM, 10:00 AM, 12:00 PM (Spanish)",NA,12:00 PM,12:00 PM,12:00 PM,12:00 PM
293,4:00 PM,"8:30 AM, 10:30 AM, 7:45 AM, 11:45 AM",8:15 AM (Communion Service),8:15 AM,8:15 AM,8:15 AM,8:15 AM
294,4:00 PM,"8:30 AM, 11:00 AM",8:00 AM,12:00 PM,6:30 PM,8:00 AM,8:00 AM
295,NA,NA,NA,NA,NA,NA,NA
296,NA,"8:30 AM, 11:00 AM",NA,NA,NA,NA,NA
297,5:30 PM,"9:30 AM, 12:00 PM, 5:30 PM",12:00 PM,12:00 PM,12:00 PM,12:00 PM,12:00 PM
298,"8:30 AM, 4:30 PM","8:30 AM, 10:30 AM, 2:00 PM",8:30 AM,5:30 PM,NA,5:30 PM,8:30 AM
299,5:30 PM,"9:00 AM, 12:00 PM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM
300,"{""Time"": ""4:00 PM"", ""Location"": ""St. Therese""}, {""Time"": ""5:30 PM"", ""Location"": ""Our Mother of Sorrows""}","{""Time"": ""9:00 AM"", ""Location"": ""St. Elizabeth""}, {""Time"": ""10:30 AM"", ""Location"": ""Our Mother of Sorrows""}, {""Time"": ""7:00 PM"", ""Location"": ""St. Elizabeth""}",NA,"{""Time"": ""8:00 AM"", ""Location"": ""Our Mother of Sorrows""}","{""Time"": ""8:00 AM"", ""Location"": ""Our Mother of Sorrows""}","{""Time"": ""8:00 AM"", ""Location"": ""Our Mother of Sorrows""}, {""Time"": ""5:30 PM"", ""Location"": ""St. Therese""}","{""Time"": ""8:00 AM"", ""Location"": ""Our Mother of Sorrows""}"
301,5:30 PM,8:30 AM & 11:30 PM,8:30 AM,NA,8:30 AM,NA,8:30 AM
302,4:30 PM,10:00 AM,No Mass,5:30 PM,5:30 PM,5:30 PM,5:30 PM
303,5:00 PM,"9:00 AM, 11:00 AM",NA,8:30 AM,NA,NA,8:30 AM
304,4:00 PM,"8:00 AM, 10:00 AM, 12:00 PM",NA,NA,NA,NA,NA
305,NA,8:30 AM,NA,NA,NA,8:30 AM,8:30 AM
306,"3:00 PM, 4:00 PM","9:00 AM, 11:00 AM",NA,NA,NA,NA,NA
307,5:00 PM,"8:00 AM, 10:00 AM, 12:00 PM, 3:00 PM (Mass in Spanish)",6:00 PM,8:00 AM,"8:00 AM, All School Mass at 8:00 AM (when in session)",8:00 AM,8:00 AM
308,NA,8:00 AM,NA,NA,6:30 PM,NA,NA
309,4:30 PM,"9:00 AM, 10:30 AM",8:15 AM,6:00 PM,8:15 AM,8:15 AM,8:15 AM
310,4:00 PM,10:00 AM,NA,11:00 AM,11:00 AM,11:00 AM,11:00 AM
311,NA,NA,NA,NA,NA,NA,NA
312,4:00 PM,"{'English': '9:30 AM', 'Spanish': '12:00 PM'}",11:30 AM,11:30 AM,11:30 AM,11:30 AM,NA
313,NA,NA,"{'Tuesday': '8:15 AM', 'Wednesday': '8:15 AM', 'Thursday': '8:15 AM (Notre Dame Students Only)', 'Friday': '8:15 AM'}","{'Tuesday': '8:15 AM', 'Wednesday': '8:15 AM', 'Thursday': '8:15 AM (Notre Dame Students Only)', 'Friday': '8:15 AM'}","{'Tuesday': '8:15 AM', 'Wednesday': '8:15 AM', 'Thursday': '8:15 AM (Notre Dame Students Only)', 'Friday': '8:15 AM'}","{'Tuesday': '8:15 AM', 'Wednesday': '8:15 AM', 'Thursday': '8:15 AM (Notre Dame Students Only)', 'Friday': '8:15 AM'}","{'Tuesday': '8:15 AM', 'Wednesday': '8:15 AM', 'Thursday': '8:15 AM (Notre Dame Students Only)', 'Friday': '8:15 AM'}"
314,4:00 PM,10:00 AM,NA,8:00 AM,NA,NA,8:00 AM
315,"8:15 AM, 5:00 PM","8:00 AM, 10:00 AM, 12:00 PM, 5:00 PM","['7:00 AM (Communion Service)', '8:15 AM', '12:00 PM']","['7:00 AM (Communion Service)', '8:15 AM', '12:00 PM']","['7:00 AM (Communion Service)', '8:15 AM', '12:00 PM']","['7:00 AM (Communion Service)', '8:15 AM', '12:00 PM']","['7:00 AM (Communion Service)', '8:15 AM', '12:00 PM']"
316,4:00 PM,"8:30 AM, 11:00 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM
317,NA,11:00 AM,NA,NA,NA,NA,NA
318,"{'January to June': '6:00 PM at St. Mary', 'July to December': '6:00 PM at St. Theresa'}","{'St. Mary': '8:30 AM', 'St. Theresa': '10:30 AM'}",8:30 AM,NA,6:30 PM,NA,NA
319,NA,NA,NA,NA,NA,NA,NA
320,NA,9:00 AM,NA,12:00 PM,9:00 AM,NA,NA
321,4:30 PM,7:30 AM | 9:30 AM | 11:30 AM,12:00 PM,12:00 PM,12:00 PM,NA,12:00 PM
322,04:00 PM,NA,05:30 PM,05:30 PM,NA,NA,NA
323,5:00 PM,"9:00 AM, 11:00 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM
324,"4:00 PM, 8:30 AM, 10:30 AM","8:30 AM, 10:30 AM, 12:00 PM",12:00 PM,12:00 PM,12:00 PM,12:00 PM,"8:30 AM, 10:30 AM, 12:00 PM"
325,5:00 PM,"9:30 AM, 11:00 AM, 1:00 PM",12:00 PM,NA,NA,8:00 AM,NA
326,8:30 AM,"4:00 PM, 8:00 AM, 11:30 AM, 7:00 PM",8:30 AM,8:30 AM,5:30 PM,8:30 AM,8:30 AM
327,04:00 PM,11:00 AM,NA,NA,NA,NA,NA
328,"{'January to June': '6:00 PM at St. Mary', 'July to December': '6:00 PM at St. Theresa'}","{'St. Mary': '8:30 AM', 'St. Theresa': '10:30 AM'}",NA,8:30 AM,NA,8:30 AM,NA
329,NA,9:00 AM,NA,NA,NA,NA,NA
330,4:00 PM - Maynard Campus,"9:00 AM, 11:00 AM - Sudbury Campus",5:30 PM - Sudbury Campus,12:10 PM - Maynard Campus,12:10 PM - Sudbury Campus,NA,NA
331,4:00 PM,"8:00 AM, 10:00 AM",NA,NA,NA,NA,NA
332,4:00 PM,"8:30 AM, 10:30 AM",8:00 AM,8:00 AM,NA,8:00 AM,8:00 AM
333,12:05 PM,5:30 PM (Vigil),NA,12:05 PM,12:05 PM,12:05 PM,12:05 PM
334,"{'Vigil': {'CTK': '4:00 PM', 'OLOL': '4:00 PM', 'SES': '4:30 PM'}, 'Daily': '9:00 AM'}","{'CTK': ['9:00 AM', '12:00 PM'], 'OLOL': ['8:00 AM', '11:00 AM'], 'SES': ['8:00 AM', '10:30 AM', '1:00 PM']}",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM
335,4:00 PM,"8:00 AM, 10:00 AM",8:00 AM,8:00 AM,8:00 AM,NA,NA
336,"{'Vigil': ['4:00 PM at St. Mary', '4:00 PM at Sacred Heart']}","9:00 AM at St. Ann, 11:00 AM at St. Ann, 8:00 AM at St. Mary, 10:00 AM at Sacred Heart, 6:00 PM at Sacred Heart, 12:00 PM Kenyan Mass in Swahili (except 1st Sunday of the month)",NA,NA,NA,NA,NA
337,"{'Vigil': ['4:00 PM at Gate of Heaven Church', '4:30 PM at St. Augustine Chapel']}","8:00 AM at St Brigid Church, 9:00 AM at Gate of Heaven Church, 10:30 AM at St. Brigid Church, 12:00 PM at Gate of Heaven Church, 6:00 PM at St. Brigid Church (September - June 8, 2025)","7:00 AM at St. Brigid Church, 9:00 AM at Gate of Heaven Church","7:00 AM at St. Brigid Church, 9:00 AM at Gate of Heaven Church","7:00 AM at St. Brigid Church, 9:00 AM at Gate of Heaven Church","7:00 AM at St. Brigid Church, 9:00 AM at Gate of Heaven Church","7:00 AM at St. Brigid Church, 9:00 AM at Gate of Heaven Church"
338,4:00 PM,"{'St. Zepherin Church': '5:30 PM', 'St. Ann Church': '10:30 AM'}",NA,NA,NA,NA,NA
339,4:00 PM,"7:30 AM, 10:30 AM, 5:00 PM",NA,NA,6:00 PM,NA,NA
340,NA,NA,NA,NA,NA,NA,NA
341,9:00 AM,NA,NA,NA,NA,NA,12:00 PM
342,NA,9:00 AM,NA,NA,NA,NA,NA
343,"4:00 PM in Saint Ann Church, 6:00 PM in Our Lady of Good Voyage Church, 8:00 AM in Our Lady of Good Voyage Church, 11:30 AM on Second Saturday, 11:30 AM on Third Saturday","7:00 AM in Our Lady of Good Voyage Church, 8:15 AM in Saint Ann Church, 10:00 AM in Saint Joachim Church, 11:45 AM in Our Lady of Good Voyage Church","8:00 AM in Saint Joachim Church, 12:00 PM in Saint Ann Church, 5:30 PM in Our Lady of Good Voyage Church",No Masses Scheduled,5:30 PM in Our Lady of Good Voyage Church,8:00 AM in Our Lady of Good Voyage Church,8:00 AM in Our Lady of Good Voyage Church
344,NA,NA,NA,NA,NA,NA,NA
345,NA,NA,NA,NA,NA,NA,NA
346,4:00 PM (3rd Saturday of each month),"9:00 AM, 12:00 PM",NA,9:00 AM,NA,9:00 AM,NA
347,"4:00 PM @ IC, 4:00 PM @ HR (alternates monthly between Nativity & St. Ann)","8:30 AM @ Nativity, 9:00 AM @ IC, 10:00 AM @ St. Ann, 11:30 AM @ IC",NA,NA,NA,NA,NA
348,"{'Mass': '9:00 AM', 'Vigil': '4:00 PM'}","{'English': '10:00 AM', 'Spanish': '12:00 PM'}",12:05 PM,12:05 PM,12:05 PM,7:00 PM,12:05 PM
349,"{""Time"": ""4:00 PM"", ""Intentions"": ""sp. Mary Oczkowski from Jane Oczkowski sp. Stanis\u0142awa, Grzegorz, Lucyna, Eugeniusz Wierszycki from Matusiak and Ganko Families sp. Michael Janeiro, Sr. from Sue and Brian Dussault sp. Gerald Clark from Darlene Clark""}, {""Time"": ""4:00 PM"", ""Intentions"": ""sp. Maria Valente from Frank Panek sp. Mary Stepien from Family sp. Maryellen and Michael Sweeney from Marcia and Michael Crowley sp. Phillip Hatch from Mark Hatch""}","{""Time"": ""9:00 AM"", ""Intentions"": ""sp. Marianna Modzelewska from Basia, Jack and Mike sp. Andrzej Ciuksa""}, {""Time"": ""9:00 AM"", ""Intentions"": ""sp. Msgr. Stanis\u0142aw Kempa""}",12:00 PM,12:00 PM,12:00 PM,12:00 PM,12:00 PM
350,"4:30 PM, 6:00 PM","8:30 AM, 10:30 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM
351,4:00 PM,"8:00 AM, 10:00 AM, 12:00 PM",NA,NA,NA,NA,NA
352,"4:00 PM, 8:00 AM (Lower Chapel)","7:00 AM, 9:00 AM, 11:00 AM, 5:00 PM",6:30 AM,6:30 AM,6:30 AM,6:30 AM,6:30 AM
353,4:00 P.M.,"{'English': ['7:30 A.M.', '11:00 A.M.', '5:00 P.M.'], 'Spanish': '1:00 P.M.', 'Portuguese': '9:00 A.M.'}",NA,7:30 A.M.,NA,NA,NA
354,"09:00 AM - English (Religious Education), 04:00 PM - English (Sunday Liturgy), 06:00 PM - Neocatechumenate","08:30 AM - Português, 10:30 AM - English, 12:30 PM - Español, 06:00 PM - Español",09:00 AM - English (St. Jude novena),07:30 AM - English,"07:30 AM - English, 07:00 PM - Español",07:30 AM - English,"07:30 AM - English, 07:00 PM - Español"
355,"4:00 PM Immaculate Conception, 5:00 PM St. James, 7:00 PM Immaculate Conception (Portuguese)","7:30 AM Immaculate Conception, 9:00 AM St. James, 9:00 AM Immaculate Conception (Portuguese), 11:00 AM Immaculate Conception, 6:30 PM Immaculate Conception (Portuguese)","9:00 AM Immaculate Conception, 7:00 PM Immaculate Conception (Portuguese)",8:00 AM (Portuguese),"9:00 AM Immaculate Conception, 6:30 PM St. James","7:00 AM St. James, 8:00 AM Immaculate Conception (Portuguese), 7:00 PM Immaculate Conception (Portuguese)",9:00 AM Immaculate Conception
356,4:30 PM,9:30 AM,NA,NA,NA,8:00 AM,8:00 AM
357,NA,NA,NA,NA,NA,NA,NA
358,"09:00 AM, 5:00 PM, 7:00 PM","09:00 AM, 7:30 AM, 12:30 PM, 9:30 AM",NA,"09:00 AM, 6:30 PM - Santo Rosario, 7:00 PM - Eucaristia, 8:00 PM","09:00 AM, 6:30 PM - Santo Rosario, 7:00 PM - Eucaristia","09:00 AM, 6:30 PM - Santo Rosario, 7:00 PM - Eucaristía y Adoración, 7:30 PM","09:00 AM, 7:30 PM, 6:30 PM - Santo Rosario, 7:00 PM - Eucaristía (Sagrado Corazón de Jesús)"
359,9:00 AM (Traditional Latin),"4:00 PM (Saturday Vigil), 7:30 AM, 9:00 AM, 11:00 AM (Traditional Latin), 5:30 PM (Traditional Latin)",NA,NA,NA,NA,NA
360,NA,"9:00 AM, 11:30 AM, 5:00 PM",8:00 AM,"8:00 AM, 7:00 PM",8:00 AM,NA,8:00 AM
361,NA,NA,NA,NA,NA,NA,NA
362,7:00 PM,"8:00 AM, 10:00 AM, 12:00 PM, 7:00 PM",NA,NA,NA,NA,NA
363,NA,"{'St. Anne': '4:00 PM (Saturday vigil), 7:30 AM', 'St. Pius X': '4:00 PM (Saturday vigil), 10:30 AM', 'Most Precious Blood': '9:00 AM English, 5:00 PM Haitian Creole'}",NA,NA,NA,NA,NA
364,"{""Time"": ""4:00 PM"", ""Language"": ""English"", ""Parish"": ""Saint Theresa Parish""}, {""Time"": ""5:30 PM"", ""Language"": ""English"", ""Parish"": ""Most Precious Blood Parish""}","{""Time"": ""9:00 AM"", ""Language"": ""English"", ""Parish"": ""Most Precious Blood Parish""}, {""Time"": ""10:30 AM"", ""Language"": ""English"", ""Parish"": ""Saint Theresa Parish""}",NA,"{""Time"": ""9:00 AM"", ""Language"": ""English"", ""Parish"": ""Saint Theresa Parish""}","{""Time"": ""9:00 AM"", ""Language"": ""English"", ""Parish"": ""Most Precious Blood Parish""}","{""Time"": ""9:00 AM"", ""Language"": ""English"", ""Parish"": ""Saint Theresa Parish""}","{""Time"": ""9:00 AM"", ""Language"": ""English"", ""Parish"": ""Most Precious Blood Parish""}"
365,4:00 PM,"9:00 AM, 11:00 AM",8:30 AM,8:30 AM,NA,NA,8:30 AM
366,"8:30 AM (po polsku), 4:00 PM (po angielsku), 7:00 PM (po polsku)","8:00 AM (po polsku), 9:30 AM (po angielsku), 11:00 AM (po polsku)",NA,NA,NA,NA,NA
367,NA,NA,NA,NA,NA,NA,NA
368,5:00 PM,"9:00 AM, 11:30 AM",9:00 AM,NA,NA,NA,6:00 PM
369,"{'St. Joseph': '4:00 PM', 'St. John the Evangelist': '5:30 PM'}","{'St. James': '7:30 AM', 'St. John the Evangelist': '9:00 AM', 'St. Joseph': '11:00 AM'}","{'Monday': '8:30 AM at St. John the Evangelist', 'Tuesday': '8:30 AM at St. Joseph', 'Wednesday': '12:05 PM at St. John the Evangelist', 'Thursday': '8:30 AM at St. James', 'Friday': '12:05 PM at St. Joseph'}","{'Monday': '8:30 AM at St. John the Evangelist', 'Tuesday': '8:30 AM at St. Joseph', 'Wednesday': '12:05 PM at St. John the Evangelist', 'Thursday': '8:30 AM at St. James', 'Friday': '12:05 PM at St. Joseph'}","{'Monday': '8:30 AM at St. John the Evangelist', 'Tuesday': '8:30 AM at St. Joseph', 'Wednesday': '12:05 PM at St. John the Evangelist', 'Thursday': '8:30 AM at St. James', 'Friday': '12:05 PM at St. Joseph'}","{'Monday': '8:30 AM at St. John the Evangelist', 'Tuesday': '8:30 AM at St. Joseph', 'Wednesday': '12:05 PM at St. John the Evangelist', 'Thursday': '8:30 AM at St. James', 'Friday': '12:05 PM at St. Joseph'}","{'Monday': '8:30 AM at St. John the Evangelist', 'Tuesday': '8:30 AM at St. Joseph', 'Wednesday': '12:05 PM at St. John the Evangelist', 'Thursday': '8:30 AM at St. James', 'Friday': '12:05 PM at St. Joseph'}"
370,4:00 PM,"{'Saint Paul': ['7:30 AM', '9:30 AM'], 'Our Lady of Hope': '11:15 AM'}",NA,NA,NA,NA,NA
371,NA,NA,NA,NA,NA,NA,NA
372,4:00 PM,"7:00 AM (multilingual), 9:00 AM (FRENCH), 11:00 AM (ENGLISH), 1:00 PM (Haitian Creole/French)","['9:00 AM Daily in Haitian/Creole & French', 'Wednesdays: 9:00 AM (ENGLISH), 5:00 PM (Haitian Creole/French)']","['9:00 AM Daily in Haitian/Creole & French', 'Wednesdays: 9:00 AM (ENGLISH), 5:00 PM (Haitian Creole/French)']","['9:00 AM Daily in Haitian/Creole & French', 'Wednesdays: 9:00 AM (ENGLISH), 5:00 PM (Haitian Creole/French)']","['9:00 AM Daily in Haitian/Creole & French', 'Wednesdays: 9:00 AM (ENGLISH), 5:00 PM (Haitian Creole/French)']","['9:00 AM Daily in Haitian/Creole & French', 'Wednesdays: 9:00 AM (ENGLISH), 5:00 PM (Haitian Creole/French)']"
373,NA,NA,NA,NA,NA,NA,NA
374,4:30 PM,"7:30 AM, 8:45 AM, 11:00 AM",NA,NA,"7:00 AM, 9:00 AM",9:00 AM,9:00 AM
375,NA,9:00 AM,NA,NA,NA,NA,NA
376,"6:30 PM, 8:30 PM","10:00 AM, 12:00 PM, 12:30 PM, 6:00 PM",['8:00 AM'],['8:00 AM'],['8:00 AM'],['8:00 AM'],['8:00 AM']
377,4:00 PM,"7:30 AM, 9:30 AM, 5:30 PM",NA,NA,NA,NA,NA
378,4:00 PM,"7:30 AM, 9:00 AM, 11:00 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM
379,5:00 PM,"10:00 AM, 6:00 PM",12:00 PM,12:00 PM,12:00 PM,12:00 PM,12:00 PM
380,NA,NA,NA,NA,NA,NA,NA
381,4:00 PM,"{'8:30 AM': 'English', '10:00 AM': 'English'}",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM
382,"4:00 PM in English - Lower Church, 7:00 PM in Spanish - Lower Church","8:00 AM in English - Lower Church, 10:00 AM in English - Upper Church, 12:00 PM in Spanish - Upper Church, 5:15 PM in English - Lower Church",NA,NA,NA,NA,NA
383,NA,10:00 AM,9:00 AM,9:00 AM,NA,NA,9:00 AM
384,"8:00 AM, 4:00 PM","7:30 AM, 10:00 AM",7:30 AM,7:00 PM,7:30 AM,7:30 AM,7:30 AM
385,NA,NA,NA,NA,NA,NA,NA
386,4:00 PM,"8:30 AM, 10:00 AM, 12:00 PM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM",9:00 AM (Only when announced),"7:00 AM, 9:00 AM"
387,"4:00 PM - Saint Agnes, 5:30 PM - Saint Rose","8:00 AM - Saint Rose, 9:30 AM - Saint Rose, 11:00 AM - Saint Agnes, 6:00 PM - Saint Rose",NA,NA,NA,NA,9:00 AM - Saint Rose
388,4:00 PM,"7:30 AM, 9:30 AM, 11:00 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM
389,NA,NA,9:00 AM,NA,NA,NA,NA
390,9:00 AM,"8:00 AM, 11:30 AM, 6:15 PM",NA,NA,NA,9:00 AM,NA
391,4:00 PM,"9:00 AM, 11:00 AM",8:00 AM,8:00 AM,8:00 AM,NA,NA
392,4:00 PM,"7:00 AM, 10:00 AM, 11:30 AM, 4:00 PM","6:00 AM, 7:00 AM, 12:05 PM","6:00 AM, 7:00 AM, 12:05 PM","6:00 AM, 7:00 AM, 12:05 PM","6:00 AM, 7:00 AM, 12:05 PM, 5:15 PM","6:00 AM, 7:00 AM, 12:05 PM"
393,5:30 PM (Bilingual),"{'English': '9:15 AM', 'Portuguese': '10:30 AM'}",NA,6:00 PM (Bilingual),NA,NA,NA
394,4:00 PM,"7:30 AM, 11:00 AM, 9:30 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM
395,4:00 PM,"9:30 AM, 11:00 AM",NA,10:30 AM,NA,7:30 PM,NA
396,NA,10:30 AM,NA,NA,NA,NA,NA
397,4:00 PM,"8:00 AM, 9:30 AM, 10:00 AM (St. Joseph Church), 11:30 AM, 5:30 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM
398,"4:00 PM, 6:00 PM","9:00 AM, 11:00 AM, 1:00 PM",7:00 PM,7:00 PM,7:00 PM,7:00 PM,7:00 PM
399,4:00 PM,"{'Vietnamese': '9:00 AM', 'English': '11:00 AM'}",NA,NA,"{'English': '9:00 AM', 'Vietnamese': '6:30 PM'}",9:00 AM,"{'English': '9:00 AM', 'Vietnamese': '6:30 PM'}"
400,5:00 PM,"9:00 AM, 11:00 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,NA
401,"5:00 PM, 10:00 AM, 11:30 AM","8:00 AM, 9:30 AM, 11:30 AM, 6:00 PM, 1:30 PM",NA,NA,8:00 AM,8:00 AM,8:00 AM
402,5:00 PM,"7:00 AM, 9:30 AM, 11:00 AM",NA,NA,NA,NA,NA
403,"{'St Francis of Assisi': '5:30 PM', 'St Clare': '4:00 PM'}","{'St Francis of Assisi': '9:00 AM, 11:30 AM', 'St Clare': '7:45 AM, 10:15 AM, 6:00 PM'}","{'St Francis of Assisi': '7:00 AM', 'St Clare': '8:00 AM'}",NA,NA,NA,"{'St Francis of Assisi': '7:00 AM', 'St Clare': 'NA'}"
404,11:00 AM,"11:00 AM, 8:00 PM",NA,NA,NA,NA,NA
405,"7:00 AM, 4:00 PM","8:00 AM, 10:00 AM, 12:00 PM (Spanish), 5:00 PM","7:00 AM, 9:00 AM, 5:30 PM, 7:00 PM Spanish",7:00 AM,7:00 AM,7:00 AM,"7:00 AM, 7:00 PM (Spanish)"
406,NA,NA,NA,NA,NA,NA,NA
407,"9:00 AM, 12:00 PM, 4:00 PM, 5:30 PM en español","8:00 AM, 9:15 AM, 10:30 AM, 11:45 AM, 1:15 PM en español, 4:00 PM, 5:30 PM","8:00 AM, 12:05 PM, 4:45 PM","8:00 AM, 12:05 PM, 4:45 PM","8:00 AM, 12:05 PM, 4:45 PM","8:00 AM, 12:05 PM, 4:45 PM","8:00 AM, 12:05 PM, 4:45 PM"
408,"4:00 PM - St Mary, 4:00 PM - St Francis, 3:30 PM - St Mary (Christmas Eve)","8:00 AM - St Mary, 9:30 AM - St Francis, 11:00 AM - St Mary, 6:00 PM - St Catherine Chapel",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM
409,"9:00 AM - Mass - St. James, 4:00 PM - Mass - St. James, 7:00 PM - Mass - St. James (Vietnamese)","8:30 AM - Mass - St. James, 10:00 AM - Mass - St. John the Baptist, 11:30 AM - Mass - St. James (Spanish), 11:45 AM - Mass - St. John the Baptist (Brazilian)",9:00 AM - Mass - St. John the Baptist,9:00 AM - Mass - St. James,"9:00 AM - Mass - St. John the Baptist, 7:00 PM - Mass - St. James (Spanish)",9:00 AM - Mass - St. James,"9:00 AM - Mass - St. John the Baptist, 7:00 PM - Mass - St. James (Spanish)"
410,{'Vigil': '4:00 PM'},"7:00 AM, 10:00 AM, 5:00 PM",6:45 AM,6:45 AM,6:45 AM,6:45 AM,6:45 AM
411,NA,9:00 AM Children's Christmas Pageant Mass,NA,NA,NA,NA,NA
412,9:00 AM,NA,NA,NA,NA,NA,NA
413,NA,NA,NA,NA,NA,NA,NA
414,NA,"8:30 AM Mass in Mandarin, 10:00 AM Mass in Chinese, 11:45 AM Mass in English",NA,NA,NA,NA,NA
415,NA,NA,NA,NA,NA,NA,NA
416,"4:00 PM, St. John the Evangelist, 5:30 PM, St. Margaret","7:30 AM, St. Mary Star of the Sea, 9:00 AM, St. Margaret, 10:15 AM, St. Mary Star of the Sea, 12:00 PM, St. John the Evangelist","9:00 AM, St. John the Evangelist","7:00 AM, St. Mary Star of the Sea","9:00 AM, St. John the Evangelist","7:00 AM, St. Mary Star of the Sea","9:00 AM, St. John the Evangelist"
417,4:00 PM,"9:00 AM, 11:00 AM, 4:30 PM (Creole)",12:10 PM,12:10 PM,12:10 PM,NA,7:00 AM (Communion Service)
418,"4:00 PM, 10:00 AM, 1:00 PM","9:30 AM, 10:30 AM, 1:30 PM",7:00 PM (Solemnity of the Immaculate Conception),NA,"9:00 AM, 12:00 PM",NA,NA
419,"{'Vigil': '4:00 PM', 'Daily': '8:00 AM'}","8:00 AM, 10:00 AM, 6:30 PM","9:00 AM, 7:00 PM",9:00 AM,9:00 AM,9:00 AM,9:00 AM
420,5:00 PM,"7:30 AM, 9:00 AM, 12:00 PM, 5:00 PM",NA,NA,NA,NA,NA
421,NA,NA,9:00 AM,NA,NA,NA,NA
422,NA,"9:00 AM, 4:00 PM",12:10 PM,12:10 PM,12:10 PM,12:10 PM,12:10 PM
423,5:30 PM,"7:30 AM, 11:00 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,6:30 PM
424,5:30 PM,NA,NA,NA,NA,NA,NA
425,"{'6:00 PM': 'Spanish', '8:00 PM': 'Neocatechumenate'}","{'8:00 AM': 'Spanish', '10:00 AM': 'English', '11:30 AM': 'Spanish', '6:00 PM': 'Spanish'}",7:00 PM,7:00 AM,7:00 AM,7:00 AM,7:00 PM
426,4:00 PM,"7:30 AM, 9:00 AM, 10:30 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM
427,NA,NA,NA,NA,NA,NA,NA
428,"4:00 PM, 5:30 PM, 9:00 AM","7:30 AM, 9:00 AM (Family Liturgy), 11:00 AM, 5:30 PM","6:45 AM, 9:00 AM","6:45 AM, 9:00 AM","6:45 AM, 9:00 AM","6:45 AM, 9:00 AM","6:45 AM, 9:00 AM"
429,"8:00 AM, 12:00 PM, 4:00 PM","8:00 AM, 10:00 AM, 12:00 PM","8:00 AM, 12:00 PM, 5:30 PM","8:00 AM, 12:00 PM, 5:30 PM","8:00 AM, 12:00 PM, 5:30 PM","8:00 AM, 12:00 PM, 5:30 PM","8:00 AM, 12:00 PM, 5:30 PM"
430,4:00 PM,"8:00 AM, 9:30 AM, 11:30 AM, 5:00 PM",8:00 AM,8:00 AM,"8:00 AM, 5:30 PM",8:00 AM,NA
431,8:00 AM,"8:00 AM, 10:00 AM (Live Streamed), 1:00 PM (Nigerian Mass – Live Streamed)",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM
432,"{'Vigil': '4:00 PM', 'Morning': '9:00 AM'}","{'St. Monica': ['9:00 AM', '12:00 PM'], 'St. Lucy': '10:30 AM'}",9:00 AM,NA,9:00 AM,NA,9:00 AM
433,4:00 PM,"7:00 AM, 9:00 AM, 11:00 AM, 5:00 PM (Life Teen Mass)",NA,NA,NA,NA,NA
434,4:00 PM,"7:30 AM, 10:30 AM",7:00 AM,7:00 AM,7:00 AM,7:00 AM,7:00 AM
435,"{'Vigil': ['5:00 PM', '7:30 PM']}","7:30 AM, 9:30 AM, 11:30 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM
436,"3:30 PM - St Mary (Christmas Eve), 4:00 PM - St Mary, 4:00 PM - St Francis","8:00 AM - St Mary, 9:30 AM - St Francis, 11:00 AM - St Mary, 6:00 PM - St Catherine Chapel",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM
437,4:00 PM,"7:30 AM, 9:30 AM, 11:30 AM",NA,NA,9:00 AM,9:00 AM,9:00 AM
438,5:30 PM,"7:30 AM, 11:00 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,"{'morning': '9:00 AM', 'evening': '6:30 PM'}"
