ParishID,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Language
408,"4:00 PM, 4:00 PM, 3:30 PM","8:00 AM, 9:30 AM, 11:00 AM, 6:00 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
409,"9:00 AM, 4:00 PM, 7:00 PM","8:30 AM, 10:00 AM, 11:30 AM, 11:45 AM",9:00 AM,9:00 AM,"9:00 AM, 7:00 PM",9:00 AM,"9:00 AM, 7:00 PM","English, Spanish"
410,4:00 PM,"7:00 AM, 10:00 AM, 5:00 PM",6:45 AM,6:45 AM,6:45 AM,6:45 AM,6:45 AM,English
411,,9:00 AM,,,,,,English
412,9:00 AM,,,,,,,English
413,,,,,,,,English
414,,"8:30 AM, 10:00 AM, 11:45 AM",,,,,,"Chinese, English"
415,,,,,,,,English
416,"4:00 PM, 5:30 PM","7:30 AM, 9:00 AM, 10:15 AM, 12:00 PM",9:00 AM,7:00 AM,9:00 AM,7:00 AM,9:00 AM,English
417,4:00 PM,"9:00 AM, 11:00 AM, 4:30 PM",12:10 PM,12:10 PM,12:10 PM,,7:00 AM,English
418,"4:00 PM, 10:00 AM, 1:00 PM","9:30 AM, 10:30 AM, 1:30 PM",7:00 PM,,"9:00 AM, 12:00 PM",,,English
419,"4:00 PM, 8:00 AM","8:00 AM, 10:00 AM, 6:30 PM","9:00 AM, 7:00 PM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,English
420,5:00 PM,"7:30 AM, 9:00 AM, 12:00 PM, 5:00 PM",,,,,,English
421,,,9:00 AM,,,,,English
422,,"9:00 AM, 4:00 PM",12:10 PM,12:10 PM,12:10 PM,12:10 PM,12:10 PM,English
423,5:30 PM,"7:30 AM, 11:00 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,6:30 PM,English
424,5:30 PM,,,,,,,English
425,,,7:00 PM,7:00 AM,7:00 AM,7:00 AM,7:00 PM,English
426,4:00 PM,"7:30 AM, 9:00 AM, 10:30 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,English
427,,,,,,,,English
428,"4:00 PM, 5:30 PM, 9:00 AM","7:30 AM, 9:00 AM, 11:00 AM, 5:30 PM","6:45 AM, 9:00 AM","6:45 AM, 9:00 AM","6:45 AM, 9:00 AM","6:45 AM, 9:00 AM","6:45 AM, 9:00 AM",English
429,"8:00 AM, 12:00 PM, 4:00 PM","8:00 AM, 10:00 AM, 12:00 PM","8:00 AM, 12:00 PM, 5:30 PM","8:00 AM, 12:00 PM, 5:30 PM","8:00 AM, 12:00 PM, 5:30 PM","8:00 AM, 12:00 PM, 5:30 PM","8:00 AM, 12:00 PM, 5:30 PM",English
430,4:00 PM,"8:00 AM, 9:30 AM, 11:30 AM, 5:00 PM",8:00 AM,8:00 AM,"8:00 AM, 5:30 PM",8:00 AM,,English
431,8:00 AM,"8:00 AM, 10:00 AM, 1:00 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
432,"4:00 PM, 9:00 AM","9:00 AM, 12:00 PM, 10:30 AM",9:00 AM,,9:00 AM,,9:00 AM,English
433,4:00 PM,"7:00 AM, 9:00 AM, 11:00 AM, 5:00 PM",,,,,,English
434,4:00 PM,"7:30 AM, 10:30 AM",7:00 AM,7:00 AM,7:00 AM,7:00 AM,7:00 AM,English
435,"5:00 PM, 7:30 PM","7:30 AM, 9:30 AM, 11:30 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,English
436,"3:30 PM, 4:00 PM, 4:00 PM","8:00 AM, 9:30 AM, 11:00 AM, 6:00 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
437,4:00 PM,"7:30 AM, 9:30 AM, 11:30 AM",,,9:00 AM,9:00 AM,9:00 AM,English
438,5:30 PM,"7:30 AM, 11:00 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,"9:00 AM, 6:30 PM",English
439,4:00 PM,"8:00 AM, 10:00 AM, 9:15 AM, 11:30 AM, 11:30 AM","9:00 AM, 9:00 AM, 9:00 AM, 9:00 AM","9:00 AM, 9:00 AM, 9:00 AM, 9:00 AM","9:00 AM, 9:00 AM, 9:00 AM, 9:00 AM","9:00 AM, 9:00 AM, 9:00 AM, 9:00 AM","9:00 AM, 9:00 AM, 9:00 AM, 9:00 AM",English
440,"7:00 AM, 4:00 PM","7:00 AM, 9:00 AM, 11:00 AM",7:00 AM,7:00 AM,7:00 AM,7:00 AM,7:00 AM,English
441,"9:00 AM, 4:00 PM","8:00 AM, 10:00 AM, 12:00 PM, 5:00 PM, 9:00 AM, 11:00 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,English
442,9:00 AM,"8:00 AM, 10:00 AM, 12:00 PM, 5:00 PM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,English
443,04:00 PM,10:15 AM,09:00 AM,"12:00 PM, 09:00 AM, 07:00 PM",09:00 AM,09:00 AM,09:00 AM,English
444,7:00 AM,"7:00 AM, 8:30 AM, 10:00 AM, 12:30 PM, 3:00 PM, 5:30 PM",7:00 AM,7:00 AM,7:00 AM,7:00 AM,7:00 AM,English
445,,,,6:00 PM,6:00 PM,"6:00 PM, 7:30 PM",6:00 PM,English
446,,,,,,,,English
447,"9:00 AM, 5:00 PM","7:30 AM, 9:30 AM, 11:00 AM, 5:00 PM","8:00 AM, 12:10 PM","8:00 AM, 12:10 PM","8:00 AM, 12:10 PM","8:00 AM, 12:10 PM","8:00 AM, 12:10 PM",English
448,"4:00 PM, 5:00 PM, 11:00 AM, 2:00 PM, 5:30 PM","9:00 AM, 11:30 AM, 5:00 PM",,,,,,English
449,4:00 PM,"7:30 AM, 9:15 AM, 11:30 AM, 5:00 PM",,,,,,English
450,"4:00 PM, 7:00 PM","9:00 AM, 10:30 AM, 12:30 PM",8:00 AM,8:00 AM,"8:00 AM, 7:00 PM",8:00 AM,8:00 AM,"English, Spanish"
451,4:00 PM,10:00 AM,9:00 AM,9:00 AM,,,9:00 AM,English
452,"4:00 PM, 7:00 PM","8:30 AM, 11:30 AM, 9:30 AM, 7:00 PM",7:00 AM,,7:00 PM,,7:00 AM,English
453,"8:30 AM, 4:00 PM, 4:30 PM","7:30 AM, 9:30 AM, 8:00 AM, 10:00 AM",,,,,,English
454,,,,,,,,English
455,4:00 PM,"7:30 AM, 9:00 AM, 12:00 PM, 10:30 AM",,,,,,English
456,5:00 PM,"8:30 AM, 10:30 AM, 1:00 PM",6:30 PM,,6:30 PM,9:00 AM,,English
457,,"4:30 PM, 8:00 AM, 12:00 PM, 4:00 PM, 10:00 AM",,,,,,English
458,,,,,,,,English
459,4:00 PM,"8:00 AM, 10:00 AM",,,,,,English
460,,"8:30 AM, 10:00 AM",,,,,,English
461,"8:00 AM, 5:00 PM","6:00 AM, 7:30 AM, 9:00 AM, 11:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM",English
462,5:00 PM,"8:00 AM, 10:00 AM",7:00 AM,7:00 AM,6:30 PM,7:00 AM,7:00 AM,English
463,,,,,,,,English
464,,,,,,,,English
465,"7:00 AM, 5:00 PM","9:00 AM, 11:00 AM",7:00 AM,7:00 AM,7:00 AM,7:00 AM,7:00 AM,English
466,"8:00 AM, 5:00 PM","7:00 AM, 8:00 AM, 9:15 AM, 10:45 AM, 12:15 PM, 5:30 PM","6:30 AM, 8:00 AM, 12:00 PM","6:30 AM, 8:00 AM, 12:00 PM","6:30 AM, 8:00 AM, 12:00 PM","6:30 AM, 8:00 AM, 12:00 PM","6:30 AM, 8:00 AM, 12:00 PM",English
467,5:00 PM,"8:00 AM, 10:00 AM, 12:00 PM, 5:30 PM","6:30 AM, 8:00 AM",6:30 AM,6:30 AM,6:30 AM,"6:30 AM, 8:00 AM",English
468,,,,,,,,English
469,"8:15 AM, 5:00 PM","7:00 AM, 9:00 AM, 11:00 AM, 6:00 PM","7:00 AM, 8:15 AM","7:00 AM, 8:15 AM","7:00 AM, 8:15 AM, 8:15 AM","7:00 AM, 8:15 AM, 8:15 AM","7:00 AM, 8:15 AM",English
470,"8:00 AM, 5:00 PM","8:00 AM, 10:00 AM, 12:00 PM, 5:00 PM","7:00 AM, 8:00 AM, 12:05 PM","7:00 AM, 8:00 AM, 12:05 PM","7:00 AM, 8:00 AM, 12:05 PM","7:00 AM, 8:00 AM, 12:05 PM","7:00 AM, 8:00 AM, 12:05 PM",English
471,,9:00 AM,,,,,,English
472,"8:00 AM, 5:00 PM","8:00 AM, 9:45 AM, 11:30 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
473,4:00 PM,"8:30 AM, 10:00 AM",8:00 AM,,,,8:00 AM,English
474,"4:00 PM, 5:30 PM","7:00 AM, 8:30 AM, 10:15 AM, 12:00 PM","6:00 AM, 8:00 AM","6:00 AM, 8:00 AM","6:00 AM, 8:00 AM, 8:00 AM","6:00 AM, 8:00 AM","6:00 AM, 8:00 AM",English
475,5:00 PM,"7:30 AM, 9:00 AM, 11:00 AM",,,,,,English
476,5:00 PM,"7:30 AM, 9:00 AM, 11:00 AM",6:30 AM,6:30 AM,6:30 AM,8:00 AM,8:00 AM,English
477,8:00 AM,"5:00 PM, 7:30 AM, 9:30 AM, 11:30 AM, 5:00 PM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:30 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM",English
478,5:00 PM,"8:00 AM, 10:30 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
479,"5:00 PM, 8:00 AM","7:00 AM, 8:30 AM, 10:15 AM, 12:00 PM, 5:00 PM",6:30 AM,"6:30 AM, 5:30 PM",6:30 AM,6:30 AM,6:30 AM,English
480,,,,,,,,English
481,"4:15 PM, 8:00 AM","7:00 AM, 10:00 AM",,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
482,"8:00 AM, 4:00 PM","7:30 AM, 10:00 AM",8:00 AM,8:00 AM,"8:00 AM, 6:30 PM",8:00 AM,8:00 AM,English
483,,,,,,,,English
484,5:00 PM,"7:30 AM, 9:30 AM, 11:30 AM",7:30 AM,7:30 AM,7:30 AM,7:30 AM,7:30 AM,English
485,8:15 AM,"6:30 AM, 8:00 AM, 10:00 AM","6:30 AM, 12:15 PM","6:30 AM, 12:15 PM","6:30 AM, 12:15 PM","6:30 AM, 12:15 PM","6:30 AM, 12:15 PM",English
486,"5:00 PM, 4:00 PM","9:00 AM, 8:30 AM, 10:00 AM, 7:30 AM, 11:00 AM",,,,,,English
487,,,,,,,,English
488,"8:00 AM, 5:00 PM","8:00 AM, 10:00 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
489,4:30 PM,"8:30 AM, 10:30 AM, 11:00 AM",7:30 AM,7:30 AM,8:00 AM,7:30 AM,7:30 AM,English
490,8:00 AM,10:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
491,"4:00 PM, 5:00 PM","7:00 AM, 10:30 AM, 5:00 PM",7:30 AM,7:30 AM,7:30 AM,"7:30 AM, 9:35 AM, 5:30 PM",7:30 AM,English
492,4:00 PM,"8:00 AM, 11:00 AM",8:00 AM,8:00 AM,8:15 AM,8:00 AM,8:00 AM,English
493,,9:00 AM,,,,,,English
494,5:00 PM,"8:00 AM, 10:00 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
495,"8:15 AM, 5:00 PM","7:30 AM, 9:00 AM, 10:30 AM, 12:00 PM","6:15 AM, 8:15 AM","6:15 AM, 8:15 AM","6:15 AM, 8:15 AM","6:15 AM, 8:15 AM","6:15 AM, 8:15 AM",English
496,8:00 AM,"7:45 AM, 9:30 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
497,"8:15 AM, 5:00 PM","7:00 AM, 9:00 AM, 11:00 AM, 6:00 PM","7:00 AM, 8:15 AM","7:00 AM, 8:15 AM","7:00 AM, 8:15 AM, 8:15 AM","7:00 AM, 8:15 AM, 8:15 AM","7:00 AM, 8:15 AM",English
498,5:00 PM,"8:00 AM, 10:00 AM, 5:00 PM, 2:00 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,"English, Spanish"
499,4:30 PM,"7:00 AM, 9:00 AM, 11:00 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
500,4:30 PM,"8:00 AM, 10:00 AM","8:00 AM, 7:00 PM","8:00 AM, 7:00 PM","8:00 AM, 7:00 PM","8:00 AM, 7:00 PM","8:00 AM, 7:00 PM",English
501,4:30 PM,"7:30 AM, 9:30 AM, 11:30 AM, 5:00 PM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM",English
502,9:30 AM,10:00 AM,,11:30 AM,,,,English
503,"4:30 PM, 8:00 AM","7:00 AM, 9:00 AM, 11:00 AM, 11:00 AM","6:30 AM, 12:00 PM","6:30 AM, 12:00 PM, 5:30 PM","6:30 AM, 12:00 PM, 8:00 AM, 5:30 PM","6:30 AM, 12:00 PM, 5:30 PM","6:30 AM, 12:00 PM","English, Italian"
504,4:00 PM,"7:00 AM, 9:00 AM, 10:00 AM, 11:00 AM",,,,,,English
505,5:00 PM,"7:30 AM, 10:00 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
506,"7:30 AM, 8:45 AM, 4:30 PM","7:30 AM, 9:00 AM, 11:00 AM, 5:30 PM","6:45 AM, 7:30 AM, 5:30 PM","6:45 AM, 7:30 AM, 5:30 PM","6:45 AM, 7:30 AM, 5:30 PM","6:45 AM, 7:30 AM, 5:30 PM","6:45 AM, 7:30 AM, 8:30 AM, 5:30 PM",English
507,4:00 PM,11:00 AM,,,,8:00 AM,8:00 AM,English
508,4:00 PM,"7:30 AM, 10:00 AM",6:30 AM,6:30 AM,6:30 AM,6:30 AM,6:30 AM,English
509,4:00 PM,"8:00 AM, 10:00 AM",,,,,,English
510,5:00 PM,"8:00 AM, 10:00 AM, 12:00 PM, 5:30 PM",6:30 AM,6:30 AM,6:30 AM,6:30 AM,6:30 AM,English
511,5:00 PM,"7:30 AM, 9:00 AM, 10:30 AM, 12:00 PM",8:15 AM,8:15 AM,8:15 AM,8:15 AM,8:15 AM,English
512,5:00 PM,"7:30 AM, 9:00 AM, 10:30 AM",,,,,,English
513,"8:00 AM, 11:00 AM","8:00 AM, 9:00 AM, 11:00 AM, 6:00 PM",6:00 PM,6:00 PM,6:00 PM,,6:00 PM,"English, Spanish"
514,"8:00 AM, 5:00 PM","7:00 AM, 8:00 AM, 9:00 AM, 10:00 AM, 11:00 AM, 12:30 PM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM, 6:15 PM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","English, Spanish"
515,,,,,,,,English
516,4:00 PM,"7:30 AM, 9:30 AM, 11:30 AM",,,,,,English
517,"8:00 AM, 4:00 PM","7:00 AM, 9:00 AM, 10:30 AM, 12:30 PM","7:00 AM, 8:00 AM","7:00 AM, 8:00 AM","7:00 AM, 8:00 AM","7:00 AM, 8:00 AM","7:00 AM, 8:00 AM","English, Spanish"
518,"8:15 AM, 5:00 PM","6:30 AM, 8:00 AM, 9:45 AM, 11:30 AM","6:15 AM, 8:15 AM","6:15 AM, 8:15 AM","6:15 AM, 8:15 AM","6:15 AM, 8:15 AM","6:15 AM, 8:15 AM",English
519,"4:00 PM, 5:15 PM","8:00 AM, 10:30 AM",8:00 AM,"8:00 AM, 6:00 PM",8:00 AM,"8:00 AM, 6:00 PM",8:00 AM,English
520,,,,,,,,English
521,,,,,,,,English
522,"8:00 AM, 5:00 PM","7:00 AM, 8:00 AM, 9:00 AM, 10:00 AM, 11:00 AM, 12:30 PM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM, 6:15 PM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","English, Spanish"
523,5:15 PM,"8:00 AM, 10:30 AM, 4:30 PM, 8:00 PM",,,,,,English
524,"5:00 PM, 7:00 AM, 4:30 PM","6:30 AM, 9:00 AM, 10:00 AM, 5:30 PM","6:00 AM, 8:00 AM","6:00 AM, 8:00 AM","6:00 AM, 8:00 AM","6:00 AM, 8:00 AM","6:00 AM, 8:00 AM",English
525,5:00 PM,"7:00 AM, 9:00 AM, 11:00 AM",,,,,,English
526,5:00 PM,,,8:00 AM,,8:00 AM,,English
527,,7:30 AM,,,8:00 AM,,,English
528,,,,,,,,English
529,,"8:00 AM, 10:00 AM",,8:15 AM,,8:00 AM,,English
530,,,8:15 AM,8:15 AM,8:15 AM,8:15 AM,8:15 AM,English
531,"4:00 PM, 8:15 AM, 5:00 PM","7:30 AM, 9:30 AM, 12:00 PM","6:30 AM, 8:15 AM",6:30 AM,"6:30 AM, 8:15 AM",6:30 AM,"6:30 AM, 8:15 AM",English
532,4:30 PM,"7:00 AM, 9:00 AM, 11:00 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
533,,,,,,,,English
534,,,,,,,,English
535,,,,,,,,English
536,5:00 PM,"7:00 AM, 8:45 AM, 10:30 AM, 12:15 PM","6:30 AM, 8:00 AM, 1:30 PM, 7:00 PM",,,,,English
537,5:00 PM,"7:30 AM, 9:00 AM, 10:30 AM",,,,,,English
538,,,,,,,,English
539,8:00 AM,"4:30 PM, 7:00 AM, 8:30 AM, 10:00 AM, 11:30 AM, 12:45 PM, 4:30 PM",6:30 AM,"6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM",English
540,4:30 PM,"7:30 AM, 10:00 AM",,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
541,5:00 PM,10:30 AM,,,,6:30 AM,6:30 AM,English
542,,,,,,,,English
543,,2:00 PM,,,,,,English
544,"8:00 AM, 4:30 PM","7:30 AM, 9:30 AM, 11:30 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM",English
545,4:30 PM,"8:00 AM, 10:00 AM",6:30 AM,6:30 AM,"6:30 AM, 8:15 AM",6:30 AM,6:30 AM,English
546,,,,,,,,English
547,,7:30 AM,,,8:00 AM,,,English
548,,11:00 AM,,,,,,English
549,,,,,,,,English
550,,,,,,,,English
551,4:00 PM,"8:00 AM, 10:00 AM",7:00 AM,7:00 AM,7:00 AM,7:00 AM,7:00 AM,English
552,"8:15 AM, 4:00 PM","7:30 AM, 9:30 AM, 12:00 PM","6:30 AM, 8:15 AM",6:30 AM,"6:30 AM, 8:15 AM",6:30 AM,"6:30 AM, 8:15 AM",English
553,"8:00 AM, 5:00 PM","7:00 AM, 9:00 AM, 11:00 AM, 5:00 PM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM",English
554,,,8:00 AM,,,,,English
555,5:00 PM,"8:00 AM, 10:00 AM, 5:00 PM",,,,,,English
556,"5:00 PM, 3:30 PM, 4:45 PM, 10:00 AM","7:00 AM, 8:00 AM, 9:00 AM, 10:00 AM, 11:00 AM, 12:30 PM, 8:00 PM","6:30 AM, 8:00 AM",,9:30 AM,,,"English, Spanish"
557,4:30 PM,"8:00 AM, 10:00 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
558,4:30 PM,9:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
559,"8:15 AM, 5:00 PM","6:30 AM, 8:00 AM, 9:45 AM, 11:30 AM","6:15 AM, 8:15 AM","6:15 AM, 8:15 AM","6:15 AM, 8:15 AM","6:15 AM, 8:15 AM","6:15 AM, 8:15 AM",English
560,5:00 PM,9:00 AM,7:00 AM,7:00 AM,6:30 PM,7:00 AM,7:00 AM,English
561,"8:00 AM, 5:00 PM","7:30 AM, 9:30 AM, 11:00 AM, 10:00 AM, 10:50 AM",,,,,,English
562,,8:00 AM,,,,,,English
563,5:00 PM,"7:30 AM, 9:00 AM, 11:00 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
564,"8:00 AM, 4:30 PM","7:00 AM, 9:00 AM","6:00 AM, 8:00 AM","6:00 AM, 8:00 AM","6:00 AM, 8:00 AM","6:00 AM, 8:00 AM","6:00 AM, 8:00 AM",English
565,4:30 PM,"9:00 AM, 11:00 AM",12:05 PM,12:05 PM,12:05 PM,12:05 PM,12:05 PM,English
566,4:00 PM,"10:00 AM, 12:00 PM",7:00 AM,7:00 AM,7:00 AM,7:00 AM,7:00 AM,English
567,"8:00 AM, 5:00 PM","6:00 AM, 8:30 AM, 10:30 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
568,4:30 PM,"7:30 AM, 9:30 AM",7:00 AM,8:00 AM,7:00 AM,7:00 AM,7:00 AM,English
569,5:00 PM,9:30 AM,,,12:05 PM,,,English
570,"08:00 AM, 5:00 PM","6:00 AM, 8:30 AM, 10:30 AM",08:00 AM,08:00 AM,08:00 AM,08:00 AM,08:00 AM,English
571,"4:00 PM, 5:00 PM, 5:30 PM, 8:30 AM, 9:00 AM","7:30 AM, 9:00 AM, 10:00 AM, 11:00 AM, 12:00 PM, 11:15 AM",,,,,,"English, Latin"
572,7:30 PM,"8:00 AM, 9:00 AM, 10:30 AM, 12:00 PM","7:30 AM, 9:00 AM","7:30 AM, 9:00 AM","7:30 AM, 9:00 AM","7:30 AM, 9:00 AM","7:30 AM, 9:00 AM",English
573,5:30 PM,"9:30 AM, 11:00 AM, 12:30 PM, 6:00 PM","12:00 PM, 7:00 PM","12:00 PM, 7:00 PM","12:00 PM, 7:00 PM","12:00 PM, 7:00 PM","12:00 PM, 7:00 PM","English, Spanish"
574,"5:00 PM, 12:15 PM","8:30 AM, 10:30 AM, 9:00 AM, 10:30 AM, 12:00 PM, 6:00 PM",,9:00 AM,,,,English
575,,,,,,,,English
576,5:00 PM,"8:30 AM, 10:00 AM, 12:00 PM, 6:00 PM, 8:00 PM",6:30 PM,12:00 PM,12:00 PM,12:00 PM,12:00 PM,English
577,4:00 PM,"8:00 AM, 11:00 AM",9:00 AM,9:00 AM,7:00 PM,9:00 AM,,English
578,,"5:30 PM, 8:00 AM, 11:00 AM, 8:30 PM","8:00 AM, 12:10 PM",1:10 PM,,,,English
579,,,,,,,,English
580,"7:00 AM, 5:15 PM","7:30 AM, 9:00 AM, 10:00 AM, 11:00 AM, 5:15 PM","7:00 AM, 12:15 PM",5:30 PM,"7:00 AM, 12:15 PM",5:30 PM,"7:00 AM, 12:15 PM",English
581,"12:00 PM, 4:30 PM","8:30 AM, 10:00 AM, 12:00 PM, 1:30 PM, 5:30 PM","8:30 AM, 12:00 PM, 5:30 PM","8:30 AM, 12:00 PM, 5:30 PM","8:30 AM, 12:00 PM, 5:30 PM","8:30 AM, 12:00 PM, 5:30 PM","8:30 AM, 12:00 PM, 5:30 PM","English, Spanish"
582,4:00 PM,"9:00 AM, 12:00 PM, 6:00 PM, 8:00 AM, 9:30 AM, 11:00 AM","8:00 AM, 7:30 AM, 7:00 PM","8:00 AM, 7:30 AM, 7:00 PM","8:00 AM, 7:30 AM, 7:00 PM","8:00 AM, 7:30 AM, 7:00 PM","8:00 AM, 7:30 AM, 7:00 PM",English
583,,,,,,,,English
584,,,,,,,,English
585,,,,,7:00 PM,,7:00 PM,English
586,5:30 PM,9:30 AM,9:00 AM,,9:00 AM,,9:00 AM,English
587,"9:00 AM, 4:00 PM, 5:30 PM","8:00 AM, 9:15 AM, 10:30 AM, 12:00 PM, 1:00 PM, 2:30 PM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM",English
588,,,,,,,,English
589,5:00 PM,"7:30 AM, 10:00 AM, 12:00 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
590,"8:30 AM, 5:30 PM","8:00 AM, 10:00 AM, 12:00 PM","8:30 AM, 12:00 PM","8:30 AM, 12:00 PM","8:30 AM, 12:00 PM","8:30 AM, 12:00 PM","8:30 AM, 12:00 PM",English
591,4:00 PM,"8:00 AM, 9:30 AM, 11:00 AM, 12:00 PM, 6:00 PM",,,,,,English
592,4:00 PM,"4:00 PM, 5:30 PM, 8:00 AM, 9:30 AM, 11:00 AM, 12:30 PM, 7:00 PM",,,,,,English
593,5:00 PM,"8:00 AM, 10:00 AM, 12:00 PM, 5:00 PM",7:45 AM,7:45 AM,7:45 AM,7:45 AM,7:45 AM,English
594,"5:30 PM, 7:15 PM","8:30 AM, 10:00 AM, 11:30 AM, 4:00 PM, 5:30 PM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM","English, Spanish"
595,5:00 PM,"7:00 AM, 9:00 AM, 11:00 AM, 1:00 PM",9:30 AM,9:30 AM,9:30 AM,9:30 AM,9:30 AM,English
596,"5:00 PM, 7:00 PM, 8:30 AM","8:00 AM, 10:00 AM, 12:00 PM, 2:00 PM, 7:00 PM","7:00 AM, 12:10 PM","7:00 AM, 12:10 PM","7:00 AM, 12:10 PM","7:00 AM, 12:10 PM","7:00 AM, 12:10 PM","English, Korean, Spanish"
597,"8:00 AM, 12:10 PM, 5:10 PM","8:30 AM, 11:00 AM, 12:30 PM, 5:00 PM, 7:00 PM",,,,,,"English, Spanish"
598,,"10:00 AM, 12:00 PM, 2:00 PM",,12:00 PM,7:30 PM,12:00 PM,7:30 PM,"English, French, Spanish"
599,"4:00 PM, 5:30 PM, 8:00 AM","7:30 AM, 9:30 AM, 11:00 AM, 12:30 PM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM",English
600,"5:00 PM, 6:30 PM","8:00 AM, 10:00 AM, 12:00 PM, 6:00 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,"8:00 AM, 7:30 PM",English
601,,,,,,,,English
602,9:15 AM,"9:45 AM, 12:30 PM, 3:00 PM",8:30 AM,6:00 PM,"8:30 AM, 7:00 PM",6:00 PM,8:30 AM,"English, Spanish"
603,"12:00 PM, 5:00 PM","7:30 AM, 9:00 AM, 10:30 AM, 11:45 AM, 1:00 PM, 5:00 PM","6:30 AM, 8:30 AM","6:30 AM, 8:30 AM","6:30 AM, 8:30 AM","6:30 AM, 8:30 AM","6:30 AM, 8:30 AM",English
604,,,,,,,,English
605,5:30 PM,"9:30 AM, 11:30 AM",,,9:00 AM,9:00 AM,9:00 AM,English
606,"8:00 AM, 5:00 PM","8:00 AM, 10:00 AM, 12:00 PM, 3:00 PM, 6:00 PM",,,,,,English
607,"5:00 PM, 3:30 PM","9:00 AM, 11:00 AM, 1:00 PM",,,,,,English
608,5:30 PM,"8:00 AM, 10:00 AM, 10:00 AM, 12:00 PM",,,,7:00 PM,,"English, Spanish"
609,,10:00 AM,,,,,,English
610,,10:30 AM,,,,,,English
611,"5:00 PM, 7:00 PM, 9:00 AM","8:30 AM, 10:00 AM, 11:30 AM, 1:30 PM, 3:30 PM, 5:00 PM, 7:00 PM","9:00 AM, 12:00 PM, 7:00 PM","9:00 AM, 12:00 PM, 7:00 PM","9:00 AM, 12:00 PM, 7:00 PM","9:00 AM, 12:00 PM, 7:00 PM","9:00 AM, 12:00 PM, 7:00 PM",English
