ParishID,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Language
836,"7:30 AM, 5:00 PM","7:30 AM, 9:00 AM, 11:00 AM","6:30 AM, 5:00 PM","6:30 AM, 5:00 PM","6:30 AM, 5:00 PM","6:30 AM, 5:00 PM","6:30 AM, 8:30 AM",English
837,5:00 PM,"8:00 AM, 10:30 AM",,,,,,English
838,,7:30 AM,,,,,,English
839,5:30 PM,"8:00 AM, 11:30 AM",,,,,,English
840,"5:00 PM, 7:00 PM","7:30 AM, 10:30 AM, 12:30 PM",,9:00 AM,,,,English
841,4:00 PM,"8:30 AM, 11:00 AM, 1:00 PM",9:00 AM,9:00 AM,6:30 PM,9:00 AM,7:00 PM,English
842,4:30 PM,"8:30 AM, 10:30 AM, 12:30 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
843,5:00 PM,"8:00 AM, 10:45 AM, 1:00 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
844,"8:00 AM, 5:00 PM","7:00 AM, 9:00 AM, 11:30 AM",,,,,,English
845,5:00 PM,"8:00 AM, 10:00 AM",,8:00 AM,8:00 AM,,8:00 AM,English
846,4:00 PM,"9:00 AM, 11:00 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,,English
847,"5:30 PM, 8:30 AM","8:30 AM, 10:30 AM, 12:00 PM","8:00 AM, 12:10 PM","8:00 AM, 12:10 PM","8:00 AM, 12:10 PM","8:00 AM, 12:10 PM","8:00 AM, 12:10 PM",English
848,6:30 PM,10:30 AM,,12:00 PM,,,,English
849,4:00 PM,"8:30 AM, 11:00 AM, 1:15 PM, 1:15 PM",10:00 AM,,,10:00 AM,,"English, French"
850,4:00 PM,"8:00 AM, 11:00 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
851,,,,,,,,English
852,"9:00 AM, 5:00 PM, 7:00 PM","7:00 AM, 9:00 AM, 5:00 PM, 8:00 AM, 10:30 AM, 12:00 PM, 1:30 PM, 6:30 PM","6:30 AM, 9:00 AM",7:00 PM,"6:30 AM, 9:00 AM","6:30 AM, 9:00 AM, 7:00 PM","6:30 AM, 9:00 AM, 7:00 PM",English
853,5:00 PM,"9:00 AM, 12:00 PM",,,,,,English
854,,,,,,,,English
855,5:30 PM,"7:30 AM, 9:30 AM, 11:30 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
856,,,,,,,,English
857,"4:00 PM, 7:00 PM","8:00 AM, 9:45 AM, 11:30 AM, 1:30 PM, 6:00 PM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,English
858,8:00 AM,10:00 AM,,,6:00 PM,,,English
859,5:00 PM,"7:00 AM, 8:30 AM, 10:00 AM, 11:30 AM, 1:00 PM, 6:00 PM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM",English
860,4:00 PM,10:00 AM,,,,,,English
861,,,,,,,,English
862,5:00 PM,"8:00 AM, 10:30 AM",,8:15 AM,5:30 PM,8:15 AM,8:15 AM,English
863,,,,,8:00 AM,,,English
864,"4:30 PM, 5:00 PM","8:30 AM, 8:30 AM, 10:30 AM, 10:30 AM",,,,,,English
865,,,,,,,,English
866,"7:00 AM, 5:15 PM","9:15 AM, 11:30 AM",,7:00 AM,7:00 AM,7:00 AM,7:00 AM,English
867,"4:30 PM, 5:30 PM, 8:00 AM, 5:00 PM","7:30 AM, 8:30 AM, 9:30 AM, 10:30 AM, 8:30 AM, 10:30 AM","6:30 AM, 7:00 AM, 12:00 PM, 12:30 PM, 8:00 AM","6:30 AM, 8:00 AM","8:10 AM, 12:00 PM, 12:30 PM, 8:00 AM","8:00 AM, 12:10 PM","8:00 AM, 12:00 PM, 12:30 PM",English
868,"5:00 PM, 8:00 AM","8:00 AM, 10:00 AM, 12:00 PM, 7:30 AM, 9:30 AM, 11:30 AM",12:00 PM,12:00 PM,12:00 PM,12:00 PM,6:00 PM,English
869,5:00 PM,10:00 AM,,,,7:00 AM,,English
870,,,,,,,,English
871,,9:00 AM,8:00 AM,,,,8:00 AM,English
872,8:30 AM,11:00 AM,,8:30 AM,,8:30 AM,,English
873,"8:00 AM, 4:30 PM","8:00 AM, 10:00 AM, 12:00 PM","7:00 AM, 12:00 PM","7:00 AM, 12:00 PM","7:00 AM, 12:00 PM","7:00 AM, 12:00 PM","7:00 AM, 12:00 PM",English
874,4:00 PM,9:00 AM,9:00 AM,,9:00 AM,,,English
875,,,,,,,,English
876,,9:00 AM,8:00 AM,,12:00 PM,,8:00 AM,English
877,4:30 PM,"8:00 AM, 10:30 AM",8:15 AM,8:15 AM,,,,English
878,4:30 PM,10:30 AM,,,,,,English
879,4:00 PM,10:30 AM,,4:00 PM,,,,English
880,"4:00 PM, 5:00 PM","8:00 AM, 9:00 AM, 10:30 AM, 11:30 AM",,,,,,English
881,4:00 PM,10:30 AM,8:00 AM,,8:45 AM,,,English
882,4:00 PM,"8:00 AM, 10:30 AM",8:00 AM,5:30 PM,12:00 PM,8:00 AM,12:00 PM,English
883,"4:00 PM, 5:30 PM","9:00 AM, 10:30 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,6:00 PM,English
884,,9:00 AM,8:30 AM,"8:15 AM, 8:30 AM","8:15 AM, 8:30 AM",,8:30 AM,English
885,,"8:00 AM, 10:00 AM",,,,,,English
886,4:00 PM,9:00 AM,,5:15 PM,9:00 AM,5:15 PM,9:00 AM,English
887,"8:30 AM, 5:00 PM","7:00 AM, 9:00 AM, 11:00 AM, 6:00 PM","6:30 AM, 9:00 AM, 6:00 PM","6:30 AM, 8:30 AM","6:30 AM, 8:30 AM","6:30 AM, 9:00 AM","6:30 AM, 8:30 AM",English
888,"4:30 PM, 5:00 PM, 5:30 PM","7:30 AM, 8:00 AM, 9:00 AM, 10:30 AM, 11:00 AM",8:30 AM,8:30 AM,8:30 AM,"8:30 AM, 6:30 PM",8:30 AM,"English, Spanish"
889,4:00 PM,"8:30 AM, 10:30 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
890,4:00 PM,9:30 AM,8:00 AM,,"5:30 PM, 8:00 AM",4:00 PM,8:00 AM,English
891,,,,,,,,English
892,,"9:30 AM, 7:30 AM, 9:30 AM, 7:30 AM, 9:30 AM, 7:30 AM",,,,,,English
893,"8:30 AM, 4:00 PM","7:30 AM, 9:30 AM, 11:00 AM","8:30 AM, 6:00 PM","8:15 AM, 8:30 AM","8:30 AM, 6:30 PM",8:30 AM,8:30 AM,English
894,4:30 PM,"8:15 AM, 10:00 AM",5:30 PM,,8:00 AM,9:00 AM,,English
895,4:30 PM,"7:30 AM, 9:00 AM, 11:00 AM",8:30 AM,6:30 AM,8:30 AM,6:30 AM,8:30 AM,English
896,,,,,,,,English
897,,8:30 AM,,9:00 AM,,,,English
898,5:00 PM,"8:30 AM, 10:45 AM","8:00 AM, 8:00 AM, 8:00 AM, 8:00 AM","8:00 AM, 8:00 AM, 8:00 AM, 8:00 AM","8:00 AM, 8:00 AM, 8:00 AM, 8:00 AM","8:00 AM, 8:00 AM, 8:00 AM, 8:00 AM","8:00 AM, 8:00 AM, 8:00 AM, 8:00 AM",English
899,"8:00 AM, 5:00 PM","8:00 AM, 10:15 AM",7:45 AM,7:45 AM,8:30 AM,7:45 AM,,English
900,4:30 PM,"8:00 AM, 10:00 AM, 6:00 PM",8:00 AM,7:00 AM,7:00 AM,7:00 AM,7:00 AM,English
901,,,,,,,,English
902,4:30 PM,"8:30 AM, 10:30 AM, 6:15 PM","7:45 AM, 8:15 AM","7:45 AM, 8:15 AM","7:45 AM, 8:15 AM",,,English
903,,,,6:00 PM,8:30 AM,8:30 AM,8:30 AM,English
904,,10:00 AM,,,,,,English
905,4:30 PM,9:30 AM,,8:30 AM,,,8:30 AM,English
906,,,,,,,,English
907,,,,,,,,English
908,4:00 PM,"8:00 AM, 9:30 AM, 11:00 AM",7:30 AM,,5:30 PM,8:00 AM,8:00 AM,English
909,4:30 PM,"8:00 AM, 10:00 AM",,7:45 AM,7:45 AM,7:45 AM,8:30 AM,English
910,"8:00 AM, 4:00 PM","7:00 AM, 7:15 AM, 8:00 AM, 8:30 AM, 9:00 AM, 10:00 AM, 10:00 AM, 10:00 AM, 11:00 AM, 12:00 PM, 5:00 PM",7:00 AM,7:00 AM,"7:00 AM, 12:00 PM, 6:00 PM","5:00 AM, 7:00 AM","7:00 AM, 12:00 PM, 6:30 PM","English, Spanish"
911,4:00 PM,7:30 AM,,5:00 PM,7:45 AM,7:45 AM,7:45 AM,English
912,,,,,,,,English
913,"5:00 PM, 8:00 AM","8:00 AM, 10:00 AM, 12:00 PM, 7:30 AM, 9:30 AM, 11:30 AM",12:00 PM,12:00 PM,12:00 PM,12:00 PM,6:00 PM,English
914,4:30 PM,9:30 AM,,,7:00 AM,7:00 AM,7:00 AM,English
915,"4:30 PM, 5:00 PM, 5:30 PM","7:30 AM, 8:00 AM, 9:00 AM, 10:30 AM, 11:00 AM",8:30 AM,8:30 AM,8:30 AM,"8:30 AM, 6:30 PM",8:30 AM,"English, Spanish"
916,5:15 PM,"9:00 AM, 11:00 AM, 1:00 PM",5:15 PM,5:15 PM,5:15 PM,5:15 PM,5:15 PM,"English, Spanish"
917,4:00 PM,8:00 AM,,,,,,English
918,4:30 PM,"8:15 AM, 10:30 AM",,,8:00 AM,,8:00 AM,English
919,4:00 PM,"7:30 AM, 10:30 AM",6:00 PM,,"8:00 AM, 6:00 PM",,8:00 AM,English
920,4:30 PM,"8:00 AM, 10:30 AM, 1:00 PM",,,,,,"English, Spanish"
921,"4:00 PM, 4:00 PM",9:00 AM,,,6:45 AM,6:45 AM,7:00 AM,English
922,,,,,,,,English
923,"4:00 PM, 5:00 PM",,8:15 AM,8:15 AM,"8:15 AM, 6:30 PM",8:15 AM,8:15 AM,English
924,4:00 PM,,8:00 AM,,,8:00 AM,,English
925,,,,6:00 PM,8:30 AM,8:30 AM,8:30 AM,English
926,"8:00 AM, 4:30 PM","8:30 AM, 10:30 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
927,4:30 PM,"8:30 AM, 10:30 AM, 5:00 PM","9:00 AM, 6:00 PM",9:00 AM,8:30 AM,8:00 AM,8:30 AM,English
928,4:00 PM,"8:30 AM, 10:30 AM","8:00 AM, 6:30 PM",8:00 AM,6:00 PM,8:00 AM,8:00 AM,English
929,4:00 PM,"8:00 AM, 10:30 AM",,8:30 AM,5:00 PM,8:30 AM,8:30 AM,English
930,"4:30 PM, 5:00 PM, 5:30 PM","7:30 AM, 8:00 AM, 9:00 AM, 10:30 AM, 11:00 AM",8:30 AM,8:30 AM,8:30 AM,"8:30 AM, 6:30 PM",8:30 AM,"English, Spanish"
931,4:00 PM,9:30 AM,,8:30 AM,8:30 AM,8:30 AM,8:30 AM,English
932,,,,,,,,English
933,4:00 PM,"8:00 AM, 10:30 AM",8:15 AM,8:15 AM,8:15 AM,,8:15 AM,English
934,,,,,,,,English
935,4:30 PM,"8:00 AM, 10:00 AM, 12:00 PM",,,,,,English
936,4:00 PM,10:00 AM,,8:00 AM,,5:00 PM,,English
937,5:00 PM,"7:00 AM, 9:00 AM, 11:00 AM",,,,,,English
938,"4:00 PM, 5:30 PM","8:00 AM, 10:00 AM",,,,,,English
939,4:00 PM,"8:00 AM, 11:00 AM, 5:00 PM",8:15 AM,,8:15 AM,,8:15 AM,English
940,5:00 PM,"8:00 AM, 10:30 AM","8:00 AM, 8:00 AM","8:00 AM, 8:00 AM","8:00 AM, 8:00 AM","8:00 AM, 8:00 AM","8:00 AM, 8:00 AM",English
941,"5:00 PM, 8:15 AM","10:00 AM, 11:30 AM, 12:00 PM",,8:15 AM,7:00 PM,8:45 AM,,"English, Spanish"
942,4:00 PM,"8:30 AM, 10:30 AM, 7:00 PM",,,,,,English
943,5:00 PM,"9:00 AM, 11:00 AM, 7:00 PM",,8:15 AM,8:15 AM,8:15 AM,8:15 AM,English
944,"4:00 PM, 6:00 PM","8:00 AM, 10:00 AM, 12:00 PM, 2:00 PM",8:00 AM,8:00 AM,"9:30 AM, 8:00 AM",8:00 AM,8:00 AM,English
945,4:00 PM,"8:30 AM, 10:30 AM, 12:30 PM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,English
946,4:00 PM,"7:30 AM, 9:00 AM, 11:00 AM",8:15 AM,8:15 AM,8:15 AM,8:15 AM,8:15 AM,English
947,4:00 PM,"8:00 AM, 10:30 AM",8:00 AM,8:00 AM,9:00 AM,8:00 AM,8:00 AM,English
948,4:00 PM,"8:00 AM, 8:00 AM",,,7:00 AM,,8:30 AM,English
949,,8:30 AM,,,,,,English
950,"4:30 PM, 5:30 PM, 8:00 AM, 5:00 PM","7:30 AM, 8:30 AM, 9:30 AM, 10:30 AM, 8:30 AM, 10:30 AM","6:30 AM, 7:00 AM, 12:00 PM, 12:30 PM, 8:00 AM","8:00 AM, 6:30 AM","8:10 AM, 12:00 PM, 12:30 PM, 8:00 AM","8:00 AM, 12:10 PM","8:00 AM, 12:00 PM, 12:30 PM",English
951,4:00 PM,"7:00 AM, 9:30 AM",,,6:00 PM,,,English
952,4:00 PM,"7:30 AM, 7:30 AM, 7:30 AM, 9:00 AM",,8:30 AM,,8:30 AM,,English
953,4:00 PM,10:00 AM,,7:45 AM,,7:45 AM,7:45 AM,English
954,4:00 PM,"8:00 AM, 10:00 AM",5:30 PM,8:15 AM,,8:15 AM,8:15 AM,English
955,,"9:00 AM, 10:30 AM, 12:00 PM",,,,,,English
956,"8:00 AM, 5:00 PM","8:00 AM, 10:15 AM",7:45 AM,7:45 AM,8:30 AM,7:45 AM,,English
957,,"8:30 AM, 5:00 PM",8:30 AM,,,,,English
958,9:00 AM,10:30 AM,,5:15 PM,,12:00 PM,12:00 PM,English
959,4:30 PM,"7:15 AM, 9:00 AM, 11:30 AM","7:00 AM, 12:05 PM","7:00 AM, 12:05 PM, 4:00 PM","7:00 AM, 12:05 PM","7:00 AM, 12:05 PM","7:00 AM, 12:05 PM",English
960,4:00 PM,10:00 AM,,,,,,English
961,,,,,,,,English
962,4:00 PM,"8:00 AM, 10:30 AM",,,9:30 AM,,,English
963,"4:00 PM, 8:30 AM","7:00 AM, 10:00 AM, 12:00 PM",7:15 AM,5:45 PM,7:15 AM,7:15 AM,7:15 AM,English
964,4:30 PM,"7:30 AM, 9:00 AM, 10:30 AM",,,,,,English
965,4:30 PM,"8:15 AM, 10:00 AM",5:30 PM,,8:00 AM,9:00 AM,,English
966,"3:00 PM, 4:00 PM, 6:30 PM","7:30 AM, 12:00 PM, 9:30 AM",,8:15 AM,"5:00 PM, 6:00 PM",8:15 AM,8:15 AM,English
967,5:00 PM,"9:30 AM, 7:00 PM",,,,,,English
968,,"8:30 AM, 10:00 AM, 10:30 AM, 12:30 PM, 5:00 PM",,,,,,English
969,4:00 PM,"8:30 AM, 10:30 AM, 12:00 PM, 6:00 PM",,,6:00 PM,,,English
970,5:00 PM,"9:00 AM, 11:30 AM, 5:00 PM",,,8:00 AM,8:00 AM,8:00 AM,"English, Spanish"
971,,8:45 AM,,,,6:00 PM,8:30 AM,English
972,4:00 PM,10:00 AM,,,,,,English
973,8:00 AM,"8:00 AM, 10:30 AM, 7:00 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
974,5:00 PM,"7:30 AM, 10:30 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
975,4:30 PM,"8:00 AM, 10:30 AM",8:00 AM,,8:00 AM,,8:00 AM,English
976,,,,,,,,English
977,6:30 PM,8:30 AM,,,6:30 PM,,8:00 AM,English
978,,10:00 AM,,,,9:00 AM,,English
979,4:30 PM,10:30 AM,,8:00 AM,8:00 AM,8:15 AM,8:00 AM,English
980,"8:15 AM, 4:30 PM","8:30 AM, 11:00 AM, 5:30 PM",,7:00 AM,"7:00 AM, 8:00 PM",8:15 AM,8:15 AM,English
981,,,,,,,,English
982,,"9:00 AM, 10:30 AM, 12:00 PM",,,,,,English
983,5:00 PM,9:30 AM,5:30 PM,,8:00 AM,,8:00 AM,English
984,4:30 PM,9:00 AM,,,,,,English
985,4:30 PM,"9:00 AM, 10:30 AM",,7:45 AM,7:45 AM,7:45 AM,7:45 AM,English
986,8:30 AM,8:00 AM,,6:00 PM,7:00 AM,8:30 AM,7:00 AM,English
987,4:00 PM,"8:15 AM, 10:30 AM",,,8:30 AM,,8:30 AM,English
988,,,,,,,,English
989,4:30 PM,9:30 AM,,,,8:15 AM,,English
990,"9:00 AM, 4:00 PM","8:00 AM, 10:00 AM",6:00 PM,,,,6:30 PM,English
991,4:30 PM,"8:30 AM, 10:30 AM",,6:00 PM,8:00 AM,8:00 AM,8:00 AM,English
992,4:30 PM,"9:00 AM, 11:00 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
993,4:30 PM,8:30 AM,,8:00 AM,6:00 PM,8:00 AM,8:00 AM,English
994,,,,,,,,English
995,4:00 PM,"7:30 AM, 9:00 AM, 10:30 AM","6:25 AM, 12:15 PM","8:00 AM, 8:45 AM","6:25 AM, 6:00 PM",12:00 PM,6:25 AM,English
996,4:00 PM,"8:30 AM, 10:30 AM",8:00 AM,8:00 AM,5:45 PM,,8:00 AM,English
997,5:30 PM,8:00 AM,,,8:00 AM,,8:00 AM,English
998,"4:30 PM, 4:00 PM","8:00 AM, 9:30 AM, 11:15 AM, 6:00 PM",,8:00 AM,5:30 PM,8:00 AM,8:00 AM,English
999,,,,,,,,English
1000,4:15 PM,10:30 AM,8:30 AM,,8:30 AM,6:00 PM,8:30 AM,English
1001,4:00 PM,"7:30 AM, 10:30 AM",6:25 AM,12:00 PM,6:25 AM,12:00 PM,6:25 AM,English
1002,,,,,,,,English
1003,"7:30 AM, 9:00 AM, 4:30 PM","8:00 AM, 10:00 AM, 6:00 PM, 11:30 AM","6:30 AM, 7:30 AM, 6:00 PM","6:30 AM, 7:30 AM, 6:00 PM","6:30 AM, 7:30 AM, 6:00 PM","6:30 AM, 7:30 AM, 6:00 PM","6:30 AM, 7:30 AM, 6:00 PM",English
1004,"4:30 PM, 8:00 AM","7:30 AM, 9:00 AM, 11:00 AM",12:00 PM,12:00 PM,12:00 PM,12:00 PM,12:00 PM,English
1005,6:00 PM,"8:00 AM, 11:30 AM, 9:30 AM, 1:00 PM",,"8:15 AM, 6:45 PM","8:15 AM, 6:00 PM",8:15 AM,8:15 AM,English
1006,,"5:00 PM, 8:30 AM, 7:00 PM, 6:30 AM, 10:30 AM, 12:30 PM, 2:30 PM, 5:00 PM",,,,,,English
1007,4:30 PM,"8:30 AM, 10:30 AM",,8:15 AM,8:15 AM,8:15 AM,8:15 AM,English
1008,,"8:30 AM, 12:30 PM",6:45 AM,6:45 AM,,6:45 AM,6:45 AM,"English, Spanish"
1009,4:30 PM,"8:00 AM, 10:30 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
1010,"7:00 AM, 4:30 PM","8:30 AM, 10:30 AM, 12:30 PM, 6:30 PM","7:00 AM, 12:10 PM, 5:30 PM","7:00 AM, 12:10 PM, 5:30 PM","7:00 AM, 12:10 PM, 5:30 PM","7:00 AM, 12:10 PM, 5:30 PM","7:00 AM, 12:10 PM, 5:30 PM",English
1011,4:30 PM,"8:00 AM, 10:30 AM",,,,,,English
1012,4:30 PM,"7:30 AM, 10:00 AM",,,,,,English
1013,5:00 PM,"8:00 AM, 10:00 AM, 4:00 PM",9:00 AM,9:00 AM,,,"9:00 AM, 6:00 PM",English
1014,"5:00 PM, 7:00 PM","8:00 AM, 10:00 AM, 12:30 PM",8:00 AM,,"8:00 AM, 6:00 PM",,"8:00 AM, 6:00 PM","English, Spanish"
1015,5:30 PM,"8:00 AM, 11:00 AM",,,,,,English
1016,,"7:00 AM, 8:30 AM, 10:00 AM, 12:00 PM, 5:00 PM",,,,,,English
1017,5:00 PM,"7:30 AM, 9:00 AM, 10:30 AM, 8:30 AM, 12:00 PM",,8:00 AM,5:15 PM,8:00 AM,,English
1018,"4:00 PM, 7:00 PM","8:00 AM, 10:00 AM, 12:00 PM, 2:00 PM, 5:00 PM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,English
1019,4:00 PM,"8:00 AM, 9:30 AM, 11:00 AM",7:30 AM,7:30 AM,7:30 AM,7:30 AM,7:30 AM,English
1020,4:00 PM,"8:00 AM, 10:30 AM, 12:30 PM",,6:30 PM,6:30 PM,6:30 PM,,"English, Spanish"
1021,,,,,,,,English
1022,,,,,,,,English
1023,4:00 PM,"7:00 AM, 8:30 AM, 10:00 AM, 12:00 PM, 2:00 PM, 5:10 PM",,,,,,"English, Latin"
1024,4:30 PM,"8:00 AM, 10:30 AM, 12:30 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
1025,5:00 PM,"8:30 AM, 5:00 PM",12:10 PM,5:00 PM,12:10 PM,12:10 PM,12:10 PM,English
1026,4:00 PM,"7:30 AM, 9:00 AM",,,,,,English
1027,,"8:00 AM, 9:30 AM, 11:00 AM",,9:00 AM,9:00 AM,9:00 AM,9:00 AM,"English, Spanish"
1028,"5:00 PM, 7:00 PM","7:30 AM, 9:00 AM, 11:00 AM, 1:00 PM, 5:00 PM",,,,,,English
1029,"8:30 AM, 5:00 PM","8:00 AM, 10:00 AM, 12:00 PM",8:30 AM,8:30 AM,"8:30 AM, 5:45 PM",8:30 AM,8:30 AM,English
1030,4:30 PM,"7:30 AM, 9:00 AM, 10:45 AM",,8:30 AM,"8:30 AM, 5:30 PM",8:30 AM,8:30 AM,English
1031,8:00 AM,"8:00 AM, 11:00 AM, 2:00 PM",7:30 AM,7:30 AM,7:30 AM,7:30 AM,7:30 AM,English
1032,"4:00 PM, 6:00 PM","7:00 AM, 8:30 AM, 10:00 AM, 12:00 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
1033,"9:30 AM, 4:30 PM","7:30 AM, 9:30 AM, 11:30 AM, 5:00 PM","7:00 AM, 9:30 AM","7:00 AM, 9:30 AM","7:00 AM, 9:30 AM","7:00 AM, 9:30 AM","7:00 AM, 9:30 AM",English
1034,4:00 PM,"8:00 AM, 10:00 AM",8:10 AM,8:10 AM,8:10 AM,8:10 AM,8:10 AM,English
1035,,,,,,,,English
1036,,,,,,,,English
1037,5:00 PM,"6:30 AM, 8:00 AM, 10:00 AM, 11:30 AM, 1:00 PM, 2:30 PM",,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
1038,,,,,,,,English
1039,4:30 PM,"8:00 AM, 10:00 AM, 12:00 PM, 6:00 PM",,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
1040,9:00 AM,,9:00 AM,6:00 PM,9:00 AM,,12:10 PM,English
1041,4:00 PM,"7:00 AM, 9:00 AM, 11:00 AM",,,,,,English
1042,8:30 AM,"6:30 AM, 8:00 AM, 9:30 AM, 1:00 PM, 11:00 AM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,"8:30 AM, 7:00 PM",English
1043,5:00 PM,"8:00 AM, 10:00 AM, 12:00 PM, 2:00 PM",7:00 PM,9:00 AM,9:00 AM,7:00 PM,,English
1044,5:30 PM,"8:00 AM, 9:30 AM, 11:30 AM",,8:30 AM,6:00 PM,8:30 AM,8:30 AM,English
1045,5:00 PM,"9:00 AM, 11:30 AM",,8:30 AM,8:30 AM,8:30 AM,8:30 AM,English
1046,"4:00 PM, 5:00 PM, 5:30 PM","7:00 AM, 9:30 AM, 10:00 AM, 12:00 PM, 1:00 PM, 6:00 PM",8:30 AM,"7:30 AM, 7:00 PM",8:30 AM,,7:10 PM,"English, Spanish"
1047,4:00 PM,"8:00 AM, 10:00 AM, 5:00 PM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,English
1048,8:00 AM,"7:30 AM, 9:30 AM, 11:30 AM, 1:30 PM, 5:00 PM, 7:00 PM","6:30 AM, 12:10 PM","6:30 AM, 12:10 PM, 6:30 PM","6:30 AM, 12:10 PM, 6:30 PM","6:30 AM, 12:10 PM, 6:30 PM","6:30 AM, 12:10 PM, 6:30 PM","English, Spanish"
1049,5:00 PM,"8:00 AM, 10:00 AM, 12:00 PM",,,,,,English
1050,4:00 PM,"7:30 AM, 9:00 AM, 11:00 AM, 5:30 PM","6:30 AM, 8:00 AM, 12:15 PM, 8:30 AM","6:30 AM, 8:00 AM, 12:15 PM, 8:30 AM","6:30 AM, 8:00 AM, 12:15 PM, 8:30 AM","6:30 AM, 8:00 AM, 12:15 PM, 8:30 AM","6:30 AM, 8:00 AM, 12:15 PM, 8:30 AM",English
1051,5:30 PM,,,,,,,English
1052,"8:00 AM, 5:00 PM","7:00 AM, 9:00 AM, 12:00 PM",12:00 PM,5:30 PM,12:00 PM,12:00 PM,12:00 PM,"English, Spanish"
1053,5:00 PM,"8:00 AM, 9:30 AM, 10:00 AM, 1:00 PM, 6:00 PM","7:00 AM, 12:10 PM","7:00 AM, 12:10 PM","7:00 AM, 12:10 PM","7:00 AM, 12:10 PM","7:00 AM, 12:10 PM","English, Spanish"
1054,4:30 PM,"8:00 AM, 10:00 AM, 12:30 PM",7:30 AM,12:00 PM,,,7:30 AM,English
1055,5:00 PM,"7:00 AM, 9:00 AM, 11:00 AM, 4:30 PM",,,,,,English
1056,5:00 PM,8:00 AM,,5:30 PM,8:00 AM,5:30 PM,8:00 AM,English
1057,4:30 PM,"7:30 AM, 9:30 AM, 11:30 AM, 1:30 PM, 5:00 PM",,,,,,"English, Spanish"
1058,,,,,,,,English
1059,6:00 PM,10:30 AM,,,,,,English
1060,"8:00 AM, 4:00 PM, 7:00 PM","8:00 AM, 10:30 AM, 1:00 PM",,"8:00 AM, 7:00 PM",8:00 AM,8:00 AM,8:00 AM,"English, Spanish"
1061,"10:00 AM, 1:00 PM, 4:00 PM",,,,,,8:30 AM,English
1062,,"8:30 AM, 12:30 PM",6:45 AM,6:45 AM,,6:45 AM,6:45 AM,"English, Spanish"
1063,,"9:30 AM, 11:45 AM",,,,,,English
1064,,9:00 AM,12:15 PM,12:15 PM,12:15 PM,12:15 PM,12:15 PM,English
1065,,,,,,,,English
1066,5:30 PM,"9:00 AM, 10:30 AM",12:10 PM,12:10 PM,12:10 PM,12:10 PM,12:10 PM,English
1067,,,,,,,,English
1068,4:00 PM,"8:00 AM, 10:00 AM, 12:00 PM, 1:00 PM, 6:00 PM",8:30 AM,8:30 AM,7:00 PM,"8:30 AM, 6:00 PM",5:30 PM,"English, Spanish"
1069,5:00 PM,"7:30 AM, 10:00 AM",,,,,,English
1070,"8:15 AM, 4:00 PM","8:00 AM, 10:00 AM",8:15 AM,8:15 AM,8:15 AM,8:15 AM,8:15 AM,"English, Spanish"
1071,8:30 AM,"7:30 AM, 9:00 AM, 11:30 AM, 5:30 PM",8:30 AM,8:30 AM,"8:30 AM, 5:30 PM",8:30 AM,8:30 AM,English
1072,,,,,,,,English
1073,4:00 PM,"8:00 AM, 10:00 AM, 4:00 PM, 10:30 AM",,,,,,English
1074,"4:00 PM, 7:00 PM","8:00 AM, 10:00 AM, 12:30 PM",9:00 AM,"9:00 AM, 6:00 PM",9:00 AM,9:00 AM,9:00 AM,"English, Spanish"
1075,"4:00 PM, 5:00 PM, 6:30 PM","7:00 AM, 8:30 AM, 10:30 AM, 12:30 PM, 4:00 PM","8:15 AM, 12:10 PM","8:15 AM, 12:10 PM","8:15 AM, 12:10 PM","8:15 AM, 12:10 PM, 6:00 PM","8:15 AM, 12:10 PM","English, Spanish"
1076,,,,,,,,English
